symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,yearHigh,yearLow,totalTradedVolume,totalTradedValue,lastUpdateTime,perChange365d,perChange30d
J&KBANK,J&KBANKEQN,102.6,103.95,96.85,99.4,100.5,-1.1,-1.09,117.7,33.6,10132851,1010853215.7600001,25-Oct-2023 15:57:14,188.79,-7.54
SIS,SISEQN,435.85,440,431,431,435.85,-4.85,-1.11,485.5,318.95,22504,9819620.4,25-Oct-2023 15:54:18,3.6,2.72
CARERATING,CARERATINGEQN,903.95,920,871,893.5,903.6,-10.1,-1.12,1010,482,74841,66800831.370000005,25-Oct-2023 15:57:55,84.11,5.52
OPTIEMUS,OPTIEMUSEQN,285,291.3,275.1,280.05,283.25,-3.2,-1.13,381.45,160.3,144045,40502573.1,25-Oct-2023 15:57:09,18.39,-8.88
NEULANDLAB,NEULANDLABEQN,3850.05,3880,3640.9,3780,3825.95,-45.95,-1.2,4340,1318.1,32244,121305474.84,25-Oct-2023 15:43:07,155.12,4.91
ROLEXRINGS,ROLEXRINGSEQN,2176,2230.35,2137,2193,2220.05,-27.05,-1.22,2409.95,1622.65,15081,32885930.22,25-Oct-2023 15:56:40,9.91,0.08
KRSNAA,KRSNAAEQN,695,695,670.1,686.5,695,-8.5,-1.22,727,353.1,64003,43711488.88,25-Oct-2023 15:48:40,43.36,6.88
GATI,GATIEQN,143.55,149.35,136.75,139.7,141.45,-1.75,-1.24,184.5,97.5,618584,87053326.32,25-Oct-2023 15:57:55,-17.52,-12.77
TCNSBRANDS,TCNSBRANDSEQN,356,364.7,348.75,351.45,355.95,-4.5,-1.26,648.2,348.75,296171,105472416.52,25-Oct-2023 15:55:07,-44.43,-1.73
PARADEEP,PARADEEPEQN,63,64.4,61.75,62.3,63.1,-0.8,-1.27,75.4,48.3,2278015,143606065.6,25-Oct-2023 15:59:33,0.8,-11.31
WOCKPHARMA,WOCKPHARMAEQN,227.4,232.2,221,223.35,226.25,-2.9,-1.28,269.1,145.15,678218,153663852.26,25-Oct-2023 15:59:44,-5.75,-0.51
JISLJALEQS,JISLJALEQSEQN,57.5,60.25,55.7,57.35,58.1,-0.75,-1.29,69.8,26.5,4481539,259615554.27,25-Oct-2023 15:55:07,60.5,-7.26
MOLDTKPAC,MOLDTKPACEQN,878.2,883,850,859,870.25,-11.25,-1.29,1110,834.35,52987,45927012.12,25-Oct-2023 15:58:19,-7.44,-6.73
INDOCO,INDOCOEQN,320.7,324.75,316.45,316.45,320.7,-4.25,-1.33,423.9,306.4,107935,34437741.1,25-Oct-2023 15:56:50,-6.34,-5.88
SOMANYCERA,SOMANYCERAEQN,693.05,698,670.25,679,688.9,-9.9,-1.44,819,446,38557,26101932.290000003,25-Oct-2023 15:55:29,26.42,-0.94
KIRIINDUS,KIRIINDUSEQN,275.85,275.85,266,269,273,-4,-1.47,534.3,255,166469,44956618.14,25-Oct-2023 15:59:21,-44.94,-1.67
NAVNETEDUL,NAVNETEDULEQN,155.85,159.3,149.2,152.75,155.05,-2.3,-1.48,175.9,88.45,265083,40881100.26,25-Oct-2023 15:53:27,14.22,0.26
UFLEX,UFLEXEQN,430.5,435.85,417,421.7,428.1,-6.4,-1.49,737.85,325.1,99542,42039572.86,25-Oct-2023 15:58:34,-40.38,-2.59
GREENPLY,GREENPLYEQN,157.15,158.55,152.6,154,156.4,-2.4,-1.53,185.95,134.5,128126,19890280.240000002,25-Oct-2023 15:55:33,-13.52,-5.53
TITAGARH,TITAGARHEQN,791.6,801.3,735.1,756.5,768.5,-12,-1.56,867.7,148.65,1907865,1451160276.3,25-Oct-2023 15:59:41,-,-0.57
CONFIPET,CONFIPETEQN,77.6,78.95,73.6,75.55,76.75,-1.2,-1.56,98.25,55.3,1685519,129026479.44999999,25-Oct-2023 15:59:32,8.17,-11.43
PARAS,PARASEQN,694.4,713.95,680,683.5,694.4,-10.9,-1.57,848,445.55,270768,187758654.23999998,25-Oct-2023 15:59:53,6.21,-3.66
ASTEC,ASTECEQN,1233.8,1247.8,1179.05,1209,1228.3,-19.3,-1.57,2288.8,1045,10361,12502722.31,25-Oct-2023 15:58:39,-44.11,-8.48
BOMDYEING,BOMDYEINGEQN,153,154.7,147,149,151.4,-2.4,-1.59,176.9,53.25,4009085,604169109.5,25-Oct-2023 15:59:45,79.92,3.56
GRAVITA,GRAVITAEQN,965,976.6,921,949.5,964.85,-15.35,-1.59,1020,341.55,164457,155467780.38,25-Oct-2023 15:59:49,155.72,19.38
ANANDRATHI,ANANDRATHIEQN,1873.95,1920.6,1814,1843.55,1873.95,-30.4,-1.62,1972,655.75,44394,82058757.48,25-Oct-2023 15:52:07,166.41,20.13
HARSHA,HARSHAEQN,388.65,393.45,375.55,382.35,388.7,-6.35,-1.63,494,309,70499,27007461.909999996,25-Oct-2023 15:51:56,-8.42,-9.58
ADVENZYMES,ADVENZYMESEQN,309.6,313.2,300,303,308.05,-5.05,-1.64,346.55,225,118672,36396702.4,25-Oct-2023 15:58:04,7.56,-4.66
PTC,PTCEQN,136.45,137.45,129.65,131.95,134.15,-2.2,-1.64,158.8,70,2401249,321815390.98,25-Oct-2023 15:57:15,84.78,-0.33
DBREALTY,DBREALTYEQN,146.5,149.5,135.55,141.2,143.6,-2.4,-1.67,181.95,55.1,1708405,244660680.05,25-Oct-2023 15:56:36,43.24,-10.67
SUNFLAG,SUNFLAGEQN,172.4,176.85,165.05,169,171.9,-2.9,-1.69,248.8,81.2,419235,71634684.45,25-Oct-2023 15:55:50,109.51,-13.79
GOODYEAR,GOODYEAREQN,1304.15,1311.95,1255.25,1273,1295.15,-22.15,-1.71,1451,1005.1,24143,31048380.86,25-Oct-2023 15:56:37,26.09,-0.15
RAILTEL,RAILTELEQN,217.9,222.75,205.2,211.9,215.65,-3.75,-1.74,255.4,96.25,3613502,774698693.78,25-Oct-2023 15:58:14,102.2,-2.51
DIVGIITTS,DIVGIITTSEQN,1050,1072.6,1024.95,1044.8,1063.3,-18.5,-1.74,1150,560,61592,63899852.24,25-Oct-2023 15:52:09,-,13.61
VENKEYS,VENKEYSEQN,1949,1979.4,1894.1,1914.9,1949,-34.1,-1.75,2314.9,1421.1,24730,47783553.300000004,25-Oct-2023 15:58:50,-0.98,-1.21
GRAUWEIL,GRAUWEILEQN,120.1,121.7,114,117.9,120,-2.1,-1.75,144.6,78.05,472737,55636417.53,25-Oct-2023 15:59:50,29.45,-4.72
MASFIN,MASFINEQN,897,914.8,867,881.8,897.65,-15.85,-1.77,964,679.6,53054,47209040.82,25-Oct-2023 15:59:47,6.73,2.1
DEN,DENEQN,45.6,46.65,43.4,44.5,45.3,-0.8,-1.77,55.35,25.2,3753496,168456900.48000002,25-Oct-2023 15:59:45,38.32,-11.52
GANESHHOUC,GANESHHOUCEQN,396.95,396.95,366.6,380.05,386.9,-6.85,-1.77,492,262.1,100615,38447003.8,25-Oct-2023 15:43:25,0.19,-13.37
HGINFRA,HGINFRAEQN,920,924.9,867.15,890,906.05,-16.05,-1.77,1019,531.65,98464,87822995.52,25-Oct-2023 15:59:18,56.73,-4.37
IMFA,IMFAEQN,415,420.85,392.9,399.5,406.75,-7.25,-1.78,450.9,231,190011,76633336.41,25-Oct-2023 15:58:20,58.05,4.12
RPOWER,RPOWEREQN,17.05,17.25,15.95,16.4,16.7,-0.3,-1.8,22.05,9.05,79888875,1321361992.5,25-Oct-2023 15:59:30,-,-11.64
TEGA,TEGAEQN,882.1,896.15,852.3,870,886.1,-16.1,-1.82,1110,525.05,79348,69070053.56,25-Oct-2023 15:55:05,53.88,-4.43
ITDCEM,ITDCEMEQN,201.8,207.95,192.35,198,201.8,-3.8,-1.88,250.6,93.2,1348057,268546434.97,25-Oct-2023 15:58:32,61.5,-6.55
ACE,ACEEQN,719,732.95,697,700.55,714.15,-13.6,-1.9,821,265.3,248655,177743567.10000002,25-Oct-2023 15:59:49,143.4,5.37
AHLUCONT,AHLUCONTEQN,701.9,712.1,665,680,693.3,-13.3,-1.92,774.2,393.6,94000,64359919.99999999,25-Oct-2023 15:58:46,58.38,-0.59
MAHLOG,MAHLOGEQN,350,379.45,349.5,361.8,368.95,-7.15,-1.94,558,349.15,1216112,440658183.20000005,25-Oct-2023 15:59:10,-31.51,-4.82
GABRIEL,GABRIELEQN,324.7,337.8,307.2,316.9,323.2,-6.3,-1.95,359.35,129.45,784333,250578706.84,25-Oct-2023 15:55:10,112.77,3.28
FINOPB,FINOPBEQN,292.55,298,284.35,286.5,292.2,-5.7,-1.95,379.5,180.2,78214,22702395.64,25-Oct-2023 15:51:20,45.66,-8.4
NESCO,NESCOEQN,659.45,659.45,637.3,639.95,653,-13.05,-2,747.95,505,52045,33563300.05,25-Oct-2023 15:51:56,12.14,-4.87
GOKEX,GOKEXEQN,880.55,903.6,847.1,858,875.55,-17.55,-2,989,328.4,424883,369609970.53,25-Oct-2023 15:59:19,144.23,12.16
JKTYRE,JKTYREEQN,300.6,307.55,287.85,292.2,298.2,-6,-2.01,344,141.65,1580818,469044508.78,25-Oct-2023 15:58:15,72.82,7.11
ELECTCAST,ELECTCASTEQN,81,84.25,77.55,80.3,81.95,-1.65,-2.01,89.6,31.5,6857381,555447861,25-Oct-2023 15:59:03,106.42,31.44
HINDOILEXP,HINDOILEXPEQN,164,166.4,156.1,159.05,162.35,-3.3,-2.03,257.95,115.75,1014776,163094798.72,25-Oct-2023 15:58:35,16.55,2.17
BARBEQUE,BARBEQUEEQN,679.9,679.9,642,655.1,668.8,-13.7,-2.05,1172.8,592,93300,61313028,25-Oct-2023 15:59:49,-36.36,-8.61
PRICOLLTD,PRICOLLTDEQN,334.7,337.6,316.95,323,329.8,-6.8,-2.06,385.7,171.8,419225,137409378.25,25-Oct-2023 15:51:35,71.55,0.46
BAJAJHIND,BAJAJHINDEQN,24.3,24.95,23,23.55,24.05,-0.5,-2.08,29.85,10.1,35757770,858544057.7,25-Oct-2023 15:59:46,129.05,-6.78
DISHTV,DISHTVEQN,16.7,17.1,15.9,16.25,16.6,-0.35,-2.11,24.4,12.4,12434200,205288642.00000003,25-Oct-2023 15:58:57,0.91,-9.78
IKIO,IKIOEQN,344.6,346.6,325.9,331.95,339.1,-7.15,-2.11,477,325.9,241420,80465286,25-Oct-2023 15:59:43,-,-4.3
GRSE,GRSEEQN,703.55,721.95,668,684.75,699.65,-14.9,-2.13,974.8,392.5,834757,577977399.23,25-Oct-2023 15:59:05,59.87,-13.49
BEPL,BEPLEQN,88.95,90.65,85.1,86.35,88.25,-1.9,-2.15,111.27,58.03,599226,52222545.900000006,25-Oct-2023 15:57:21,-19.99,-0.4
DBL,DBLEQN,309.7,314.75,286.25,299.7,306.3,-6.6,-2.15,351.75,159.55,1663875,497481986.25,25-Oct-2023 15:59:59,39.29,0.62
RAMKY,RAMKYEQN,611.7,616.5,592.4,598.5,611.7,-13.2,-2.16,644,236.15,81835,49440615.25,25-Oct-2023 15:54:47,145.47,0.34
RTNPOWER,RTNPOWEREQN,6.95,7.25,6.65,6.8,6.95,-0.15,-2.16,7.95,2.8,86954806,601727257.52,25-Oct-2023 15:58:29,65.48,6.11
ACCELYA,ACCELYAEQN,1413.1,1445,1373,1392,1423.1,-31.1,-2.19,1750,1065.1,100560,142274299.2,25-Oct-2023 15:59:16,19.47,-5.9
DCXINDIA,DCXINDIAEQN,273.2,278,256.05,264.9,270.85,-5.95,-2.2,351,138,406576,108811934.88,25-Oct-2023 15:59:31,-,-8.19
THYROCARE,THYROCAREEQN,532.6,540,512.1,525,536.9,-11.9,-2.22,768.25,415.4,54216,28286655.84,25-Oct-2023 15:59:00,-17.4,-4.54
COSMOFIRST,COSMOFIRSTEQN,638.05,649,615,622.7,636.9,-14.2,-2.23,849,550.05,54590,34249220.1,25-Oct-2023 15:53:54,-15.49,-6.58
APCOTEXIND,APCOTEXINDEQN,495.5,505.15,486.2,489.05,500.25,-11.2,-2.24,588,398,31811,15761078.059999999,25-Oct-2023 15:54:45,-9.45,-0.31
PAISALO,PAISALOEQN,76.75,77.35,70.7,73.9,75.6,-1.7,-2.25,98,47.7,2584782,192359476.44,25-Oct-2023 15:58:25,-13,23.53
KIRLPNU,KIRLPNUEQN,603.65,603.65,572.4,583,596.45,-13.45,-2.26,699.85,542.5,105373,62277550.46,25-Oct-2023 15:42:16,-,-1.71
INDIAGLYCO,INDIAGLYCOEQN,654.85,662.05,632.2,639,653.85,-14.85,-2.27,852.5,512.35,64178,41320363.52,25-Oct-2023 15:44:44,-17.54,-5.38
KIRLOSBROS,KIRLOSBROSEQN,918,925,841.5,877,897.65,-20.65,-2.3,1061.55,286.1,134560,119251108.8,25-Oct-2023 15:56:04,141.79,7.25
STYRENIX,STYRENIXEQN,1388.9,1419,1328,1329.95,1361.55,-31.6,-2.32,1468.3,696.1,165337,229095907.31000003,25-Oct-2023 15:54:45,-,28.7
NRBBEARING,NRBBEARINGEQN,261.4,264.55,246.2,254,260.05,-6.05,-2.33,294,125,532602,135600469.2,25-Oct-2023 15:59:45,55.02,-7.54
TIRUMALCHM,TIRUMALCHMEQN,204,204.65,191.45,194.9,199.55,-4.65,-2.33,244.6,168.3,374344,73813149.92,25-Oct-2023 15:51:56,-6.53,-8.76
GREENPANEL,GREENPANELEQN,332.3,354,332.3,345,353.45,-8.45,-2.39,399.9,255,464015,159690762.25,25-Oct-2023 15:58:30,-6.85,-6.21
DCBBANK,DCBBANKEQN,117.4,118.5,113.2,113.85,116.65,-2.8,-2.4,141.2,96.55,2900167,334824280.15000004,25-Oct-2023 15:59:08,15.21,-7.68
IOLCP,IOLCPEQN,433,434.5,404.95,411.9,422.25,-10.35,-2.45,535.9,272.8,366314,153463587.16,25-Oct-2023 15:59:22,16.69,-11.24
SCI,SCIEQN,140.25,142.85,132.5,134.9,138.3,-3.4,-2.46,164,79.2,2518490,347123476.70000005,25-Oct-2023 15:59:19,10.38,-1.11
CHOICEIN,CHOICEINEQN,411.55,414.3,396.2,400,410.15,-10.15,-2.47,441,232,210459,85366379.58,25-Oct-2023 15:46:55,59.28,-0.55
VESUVIUS,VESUVIUSEQN,3344,3362.9,3226,3255,3339.65,-84.65,-2.53,3738,1428.9,11437,37335972.129999995,25-Oct-2023 15:55:09,123.98,7.99
ASTRAMICRO,ASTRAMICROEQN,456,466,437,443.5,455.05,-11.55,-2.54,513.8,213.3,503735,227481688.64999998,25-Oct-2023 15:59:14,45.31,10.56
KIRLOSENG,KIRLOSENGEQN,541.7,549.95,514.2,520,533.85,-13.85,-2.59,577.55,255,434130,230232162.9,25-Oct-2023 15:57:17,101.45,10.8
MOL,MOLEQN,76,76.75,73.7,73.95,75.95,-2,-2.63,120.9,73.7,683366,51177279.74,25-Oct-2023 15:59:43,-33.2,-5.06
ISGEC,ISGECEQN,714.8,716.8,672.5,678.3,696.75,-18.45,-2.65,837,417.85,121984,84111627.52,25-Oct-2023 15:59:33,42.11,-4.03
HINDWAREAP,HINDWAREAPEQN,499,506.85,481.3,486.05,499.4,-13.35,-2.67,664.1,325,69721,34133309.97,25-Oct-2023 15:57:44,38.07,-9.14
NFL,NFLEQN,70.15,71.35,66.35,67.75,69.65,-1.9,-2.73,89.7,48.7,8069572,553249856.32,25-Oct-2023 15:59:42,42.58,-4.2
TARSONS,TARSONSEQN,481.95,485.9,458.85,464,477.1,-13.1,-2.75,812,458.85,113079,53228546.88,25-Oct-2023 15:59:11,-41.03,-13.77
NAVA,NAVAEQN,423,431.7,405.9,413.85,425.65,-11.8,-2.77,473.7,179.9,374083,155798087.84,25-Oct-2023 15:58:40,116.45,-4.06
CIGNITITEC,CIGNITITECEQN,958.95,973.9,919.6,928.5,955.65,-27.15,-2.84,1020,516.3,167015,157733976.45,25-Oct-2023 15:58:20,62.4,21.07
DHANI,DHANIBEN,38.6,39.65,36.7,37.5,38.6,-1.1,-2.85,60.5,23.6,629775,23811792.75,25-Oct-2023 15:57:24,-,-11.37
AMIORG,AMIORGEQN,1148.9,1163.95,1089.55,1099,1131.9,-32.9,-2.91,1388.95,847.35,122218,136066521.57999998,25-Oct-2023 15:54:54,20.88,-11.48
DCAL,DCALEQN,146.05,147.4,140,141.9,146.15,-4.25,-2.91,179.2,80,477497,68530369.44,25-Oct-2023 15:55:39,43.5,-12.82
SUDARSCHEM,SUDARSCHEMEQN,470,472.8,445,448.9,462.8,-13.9,-3,566.95,341,230664,105639498.72,25-Oct-2023 15:47:36,14.24,-2.45
JAICORPLTD,JAICORPLTDEQN,292.65,304.5,275.55,286.35,295.3,-8.95,-3.03,371.8,114.3,7143716,2081750279.5600002,25-Oct-2023 15:58:53,64.19,44.05
AUTOAXLES,AUTOAXLESEQN,2148.55,2165,2067.95,2069,2137.85,-68.85,-3.22,2693.2,1872.05,14430,30338497.8,25-Oct-2023 15:59:08,11.08,-2.83
JKIL,JKILEQN,419.55,431.2,393.55,405.5,419.35,-13.85,-3.3,473,218,459115,187796399.60000002,25-Oct-2023 15:51:56,88.34,4.04
GUFICBIO,GUFICBIOEQN,253.65,256.8,237.7,244,252.35,-8.35,-3.31,333,177.65,238654,58706497.46,25-Oct-2023 15:57:46,13.34,-10.12
WSTCSTPAPR,WSTCSTPAPREQN,695,721.1,677.45,686,709.9,-23.9,-3.37,780,461,314364,219561248.51999998,25-Oct-2023 15:58:55,22.56,4.09
EMIL,EMILEQN,159,164.65,151.95,154.5,159.95,-5.45,-3.41,174.4,61.6,715160,110435007.19999999,25-Oct-2023 15:58:17,86.53,-
FCL,FCLEQN,304.5,308.85,287.2,292,302.35,-10.35,-3.42,389.7,203,457209,135795645.09,25-Oct-2023 15:59:39,-21.24,-3.85
LGBBROSLTD,LGBBROSLTDEQN,1020,1031.65,963.9,983,1017.85,-34.85,-3.42,1237.6,606.85,72131,71781885.96,25-Oct-2023 15:59:36,40.98,-2.5
FIEMIND,FIEMINDEQN,1760.95,1795,1684.35,1700,1760.6,-60.6,-3.44,2113.45,1416.25,30628,53010023.56,25-Oct-2023 15:58:25,12.24,-2.01
HSCL,HSCLEQN,249.9,251.7,237.1,238.5,247.1,-8.6,-3.48,288.95,80.2,2227125,541503172.5,25-Oct-2023 15:58:46,138.74,5.76
THOMASCOOK,THOMASCOOKBEN,117.8,123.4,117.65,119.5,123.85,-4.35,-3.51,132.3,52.1,429316,51161587.72,25-Oct-2023 15:52:34,-,3.04
ASHOKA,ASHOKAEQN,132.5,134.9,121.75,125.8,130.4,-4.6,-3.53,150.95,70.15,3856746,490500956.28000003,25-Oct-2023 15:58:57,72.03,25.81
MAHSEAMLES,MAHSEAMLESEQN,665,672.95,633.1,643.9,667.55,-23.65,-3.54,695.45,279.5,317396,206954887.83999997,25-Oct-2023 15:52:15,-16.94,15.18
LAOPALA,LAOPALAEQN,438.55,442.4,415,420.5,436.35,-15.85,-3.63,479.75,327,89860,38252503.4,25-Oct-2023 15:59:54,8.11,2.38
RAJRATAN,RAJRATANEQN,781.9,781.9,737.5,740,767.9,-27.9,-3.63,987,697,104440,78714339.19999999,25-Oct-2023 15:58:12,-14.47,2.15
MANINFRA,MANINFRAEQN,151.6,153.45,142.7,144.9,150.55,-5.65,-3.75,168.75,66.2,2689806,393437923.62,25-Oct-2023 15:54:21,85.75,3.86
TI,TIEQN,201,204.55,177,192,199.5,-7.5,-3.76,227,90.85,1092740,207270923.20000002,25-Oct-2023 15:56:54,105.88,-2.61
JINDALPOLY,JINDALPOLYEQN,654.9,667.55,616.2,630,654.9,-24.9,-3.8,1019.2,484.95,58611,37393231.89,25-Oct-2023 15:56:54,-22.83,-3.25
GET&D,GET&DBEN,374.6,378.4,355.95,360,374.65,-14.65,-3.91,450,98.55,58767,21093239.31,25-Oct-2023 15:54:29,-,-
PSPPROJECT,PSPPROJECTEQN,749.45,757,703.1,713,742.05,-29.05,-3.91,846,560,120474,87407501.22,25-Oct-2023 15:59:54,28.17,-6.32
RESPONIND,RESPONINDEQN,306,315.6,290.05,298.1,310.25,-12.15,-3.92,364.95,100.95,246891,74548737.45,25-Oct-2023 15:54:21,124.17,-6.21
ELECON,ELECONEQN,787.85,798.65,737,745.9,777.4,-31.5,-4.05,983,335,472128,360290319.36,25-Oct-2023 15:58:46,110.82,8.08
ARVINDFASN,ARVINDFASNEQN,331,332.85,311.3,317,330.55,-13.55,-4.1,389,261.1,504636,161417917.32,25-Oct-2023 15:56:32,-3.66,4.31
RELINFRA,RELINFRABEN,168,170.6,161.3,162.5,169.75,-7.25,-4.27,215.5,114.6,1303783,213051180.03,25-Oct-2023 15:59:30,19.92,-3.41
STYLAMIND,STYLAMINDEQN,1649.95,1663.9,1523.8,1576,1647.55,-71.55,-4.34,1970.7,945,72628,115429859.24,25-Oct-2023 15:51:14,47.7,-2.43
AVALON,AVALONEQN,509.7,513.55,477.45,480,502.75,-22.75,-4.53,732.1,348,389976,190300488.48000002,25-Oct-2023 15:57:34,-,-9.41
TDPOWERSYS,TDPOWERSYSEQN,247.5,251.15,226.05,231,242.45,-11.45,-4.72,287.8,95.85,720996,168085797.48,25-Oct-2023 15:58:33,-59.74,-2.1
IONEXCHANG,IONEXCHANGEQN,583.8,593.75,530,549.95,577.5,-27.55,-4.77,686.95,198.1,415065,229622259.3,25-Oct-2023 15:59:19,-71.77,16.17
LLOYDSENGG,LLOYDSENGGBEN,47,47,44,44,46.3,-2.3,-4.97,59.75,12.3,1819000,81163780,25-Oct-2023 15:57:18,-,-
SAKSOFT,SAKSOFTEQN,368,372,344.65,344.65,362.75,-18.1,-4.99,402.2,94.65,271548,94887017.64,25-Oct-2023 15:57:14,276.88,10.41
JWL,JWLEQN,292,300.8,280.55,280.55,295.3,-14.75,-4.99,411,71.3,731108,208841000.2,25-Oct-2023 15:59:34,-,-2.72
FORCEMOT,FORCEMOTEQN,3456.05,3567,3352.35,3352.35,3528.75,-176.4,-5,4173,1085.2,60066,203955904.98000002,25-Oct-2023 15:55:06,177.74,-5.13
DBCORP,DBCORPEQN,308.9,310.95,281.4,288.85,305.1,-16.25,-5.33,325,92.75,229693,67470021.82000001,25-Oct-2023 15:54:21,158.01,26.6
FUSION,FUSIONEQN,594,600.25,551.25,554.9,591.1,-36.2,-6.12,691,321.1,796431,455749675.44,25-Oct-2023 15:59:24,-,-0.14
POWERMECH,POWERMECHEQN,3875.1,3930.9,3569.55,3648.7,3893.9,-245.2,-6.3,5069.45,1570.6,44596,167016925.56,25-Oct-2023 15:58:37,111.52,-7.72
PGEL,PGELEQN,2050.75,2087.1,1896.5,1913,2044.15,-131.15,-6.42,2184.9,955.55,90844,178944511.2,25-Oct-2023 15:57:39,86.65,15.19
BECTORFOOD,BECTORFOODEQN,1074.9,1109.95,968.05,980,1065.1,-85.1,-7.99,1195.5,380,655308,654252954.12,25-Oct-2023 15:56:53,169.37,7.7
NIFTY PHARMA,NIFTY PHARMA,14969.35,14990.6,14754.8,14800.15,14911.65,-111.5,-0.75,15750.5,11542.45,19617613,19652999883.59,25-Oct-2023 16:00:00,14.17,-1.04
NIFTY METAL,NIFTY METAL,6552.25,6610.15,6460.8,6503.65,6494,9.649999999999636,0.15,7168.5,5209.35,98517190,23562238401.72,25-Oct-2023 16:00:00,12.18,-3.96
NIFTY PVT BANK,NIFTY PVT BANK,22542.4,22601.45,22214.4,22254.05,22475.95,-221.90000000000146,-0.99,23955,19592.9,121208948,62726254123.63,25-Oct-2023 16:00:00,5.48,-2.49
NIFTY GROWSECT 15,NIFTY GROWSECT 15,9726.1,9775.1,9629.5,9669.3,9752,-82.70000000000073,-0.85,10108.4,8343.45,39181346,42926777523.54,25-Oct-2023 16:00:00,9.32,-2.32
NIFTY OIL AND GAS,NIFTY OIL AND GAS,7611.65,7665.95,7520.5,7566.85,7606.9,-40.04999999999927,-0.53,8671.35,4632.7,52091223,23516656680.29,25-Oct-2023 16:00:00,-1.95,-3.52
NIFTY DIV OPPS 50,NIFTY DIV OPPS 50,4519,4541.45,4458.2,4487.3,4519.05,-31.75,-0.7,4680.95,3706.25,383956949,106746584260.15,25-Oct-2023 16:00:00,22.39,-2.1
NIFTY HEALTHCARE,NIFTY HEALTHCARE,9448.45,9462.35,9284,9325.1,9417.85,-92.75,-0.98,9848.35,6482.8,24722291,26725043017.83,25-Oct-2023 16:00:00,13.74,-0.39
NIFTY100 QUALTY30,NIFTY100 QUALTY30,4399.8,4420.2,4364.1,4377,4401.95,-24.949999999999818,-0.57,0,0,62164343,83760871157.15,25-Oct-2023 16:00:00,13.2,-1.98
NIFTY50 VALUE 20,NIFTY50 VALUE 20,10171.45,10221.45,10054.5,10104.85,10185.05,-80.19999999999891,-0.79,10620.9,8897.65,127326876,59152240080.89,25-Oct-2023 16:00:00,14.9,-2.82
NIFTY REALTY,NIFTY REALTY,583.25,587.75,572.05,578.8,584.4,-5.600000000000023,-0.96,619.9,370.65,24125244,12149380293.8,25-Oct-2023 16:00:00,36.54,4.08
NIFTY200 QUALTY30,NIFTY200 QUALTY30,16221.3,16305.05,16105.9,16158.25,16231.35,-73.10000000000036,-0.45,0,0,46386201,55499308685.54,25-Oct-2023 16:00:00,11.97,-2.1
NIFTY100 LOWVOL30,NIFTY100 LOWVOL30,14931.25,14981.9,14818.85,14842.65,14927.85,-85.20000000000073,-0.57,0,0,120858858,112446167107.4,25-Oct-2023 16:00:00,14.3,-1.52
NIFTY ALPHA 50,NIFTY ALPHA 50,35291.35,35561.05,34289.4,34748.55,35060.45,-311.8999999999942,-0.89,0,0,505519672,81277283294.26,25-Oct-2023 16:00:00,15.82,-1.7
NIFTY50 EQL WGT,NIFTY50 EQL WGT,23257.2,23355.05,23000.8,23076.35,23243.9,-167.5500000000029,-0.72,0,0,225291741,198181932861.15,25-Oct-2023 16:00:00,15.11,-1.35
NIFTY500 MULTICAP,NIFTY500 MULTICAP,11547,11589.5,11353.35,11435,11517.15,-82.14999999999964,-0.71,12144.95,5531.55,2453601390,557765338286.97,25-Oct-2023 16:00:00,16.25,-1.97
NIFTY TOTAL MKT,NIFTY TOTAL MKT,9491.3,9522.65,9353.75,9403.85,9476.35,-72.5,-0.77,9961.4,6252.1,3204788774,616984867936.62,25-Oct-2023 16:00:00,11.98,-2.1
NIFTY MID LIQ 15,NIFTY MID LIQ 15,9246.45,9319.45,9095.8,9158.15,9226.6,-68.45000000000073,-0.74,9740.6,7039.85,97137989,26527507402.43,25-Oct-2023 16:00:00,22.27,-2.29
NIFTY COMMODITIES,NIFTY COMMODITIES,6249.8,6290.5,6160.75,6206.65,6230.25,-23.600000000000364,-0.38,6673.5,5353.55,147213319,57432920557.75,25-Oct-2023 16:00:00,10.19,-3.23
NIFTY100 EQL WGT,NIFTY100 EQL WGT,22689.6,22807.15,22417.75,22512.55,22661.15,-148.60000000000218,-0.66,0,0,454670976,265325428679.36,25-Oct-2023 16:00:00,10.48,-2.38
NIFTY200MOMENTM30,NIFTY200MOMENTM30,22448.85,22560.35,22083.95,22243.3,22401,-157.70000000000073,-0.7,0,0,189444578,60975051834.99,25-Oct-2023 16:00:00,14.63,-1.75
NIFTY M150 QLTY50,NIFTY M150 QLTY50,18435.95,18497.75,18216.7,18379.25,18380.25,-1,-0.01,0,0,25120043,30611463539.19,25-Oct-2023 16:00:00,11.89,-2.47
NIFTY ENERGY,NIFTY ENERGY,26396.9,26612.3,26111.8,26328.5,26449.65,-121.15000000000146,-0.46,27938.6,21631.1,82889710,30287403867.34,25-Oct-2023 16:00:00,1.51,-2.41
NIFTY CPSE,NIFTY CPSE,3845.1,3869.6,3784.25,3829,3847.55,-18.550000000000182,-0.48,4004.6,2692.9,203875732,24885064057.7,25-Oct-2023 16:00:00,40.87,1.06
NIFTY CONSUMPTION,NIFTY CONSUMPTION,8424.15,8450.65,8344.05,8383.3,8433.5,-50.20000000000073,-0.6,8639.35,7039.6,57467855,62180255038.08,25-Oct-2023 16:00:00,8.06,-0.82
